Country Code,Country,Year,PV cumulative capacity (MW),Last year's PV cumulative capacity (MW),PV added capacity (MW),Solar PV Module Cost (2019 US$ per W),Population,Land area (km^2),Urban land area (km^2),Rural land area (km^2),Agricultural land (km^2),Forest area (km^2),Public Investments in solar energy (2019 million USD),KOFGI,GDP (current US$),GNI (current US$),Access to electricity (% of population),Primary education,Secondary education,Tertiary education,"Average Theoretical potential (GHI, kWh/m2/day), long-term",Research and development expenditure (% of GDP),Investment in energy with private participation (current US$),Gini index (World Bank estimate),Ease of doing business rank (1=most business-friendly regulations),Duration of compulsory education (years),Labor force,Total unemployment,"Agriculture, forestry, and fishing, value added (current US$)","Manufacturing, value added (current US$)","Industry (including construction), value added (current US$)",electricity net generation (billion kWh),electricity net consumption (billion kWh),nuclear electricity net generation (billion kWh),fossil fuels electricity net generation (billion kWh),Cloud coverage (%),Daylight hours (min/day),Precipitation,Snowfall (mm/h),Temperature (C)
PHL,Philippines,2016,784.145,172.55,611.595,0.5505,103663812,298170,10817.37305,282759.125,124400,70490.4,75.19,64.43910217,318627000000,354012000000,92.04637146,114210492.87,91696665.152,,4.73,,2478400000,,,11,43465682,1173573.4349,32516260990,62419948651,96499037058,86.58692,78.30092,0,64.68892,70.85340675,727.63094523,0.2904406771,9.7083333e-8,26.928771417
PHL,Philippines,2017,908.376,784.145,124.231,0.462166667,105172921,298170,10817.37305,282759.125,124400,70839.3,,66.42636108,328481000000,364719000000,93,113071168.94,90620049.749,37310577.573,4.73,,1700000000,,,11,42626395,1086973.052,33449056032,64054432808,98959954575,90.00214,81.74014,0,66.91014,78.85227975,727.68024593,0.3554174775,3.8833333e-8,26.6405035
PHL,Philippines,2018,913.581,908.376,5.205,0.4115,106651394,298170,10817.37305,282759.125,124400,71188.1,0.01,66.59705353,346842000000,383817000000,94.43275452,108637478.44,89635577.116,,4.73,,19120000,42.3,,13,43426313,1016175.6869,33470748909,66240760424,106008000000,95.0856,86.0786,0,71.8536,73.175127,727.6793352,0.2861038375,3.8833333e-8,26.734799417
PHL,Philippines,2019,972.901,913.581,59.32,0.37725,108116622,298170,10817.37305,282759.125,,71537,0.8,66.07885742,376823000000,414552000000,95.62862396,107195166.02,97051173.783,,4.73,,52500000,,95,13,44679340,1000817.2205,33237033124,69774310544,114281000000,100.92099,90.92699,0,78.95624,69.230002917,727.67842733,0.2395598009,0,26.818216333
PHL,Philippines,2020,1048,972.901,75.099,,109581085,298170,10817.37305,282759.125,,71885.9,0.14,,361489000000,389324000000,,,,,4.73,,147860000,,,13,41971346,1057677.9112,36816994012,63882600859,102656000000,,,0,,70.930022667,727.63068152,0.3070473021,0.0000001165,26.90887375
POL,Poland,2000,0,,,4.879966188,38258629,306290,30501.3418,277840.5,184130,90590,,67.65528107,172219000000,171491000000,100,37706626.733,38297707.244,19004839.393,2.98,0.64202,,,,9,17483911,2851625.7914,5384827777,27645935436,49587446216,133.94334,113.33634,0,132.08034,67.668118083,735.85528768,0.0861488437,0.0096436708,9.5765136
POL,Poland,2001,0,0,0,4.773879966,38248076,306290,30501.3418,277840.5,177880,90860,,67.67424774,190905000000,190293000000,100,37531893.383,38869980.766,20945284.839,2.98,0.62284,,,,9,17648636,3242054.5814,6210947996,27763501795,52282664452,134.55504,113.62904,0,132.17904,72.593620083,736.20766183,0.0984387193,0.0147874034,8.2763001408
POL,Poland,2002,0,0,0,4.031276416,38230364,306290,30501.3418,277840.5,168990,91130,,69.83214569,199072000000,198402000000,100,37108490.421,39680219.741,22118728.183,2.98,0.55785,,,,9,17410239,3462896.4309,5426225490,28483823529,53032598039,133.49792,112.02992,0,130.91192,67.203545,736.20162537,0.0876170678,0.0085393278,9.1755369142
POL,Poland,2003,0,0,0,3.978233305,38204570,306240,30501.3418,277840.5,161690,91400,,71.05341339,217827000000,215723000000,100,36679004.671,40380328.896,22725262.918,2.98,0.53884,,,,9,17192225,3330134.1269,5684862822,33800365123,59809724615,140.48162,115.86062,0,138.62462,64.51031175,736.19562578,0.0673122662,0.0095923083,8.3220651417
POL,Poland,2004,0,0,0,4.137362637,38182222,306330,30501.3418,277840.5,163270,91670,,74.99798584,255110000000,246980000000,100,36341935.149,37248404.612,23312895.678,2.98,0.55251,,38,,9,17209941,3281935.6953,8399770341,41912729659,73383639545,143.1373,119.4133,0,140.1963,68.7842225,735.85381686,0.083213926,0.0135909478,8.3493303142
POL,Poland,2005,0,0,0,4.243448859,38165445,306330,30501.3418,277840.5,159060,91940,,74.72994232,306144000000,300725000000,100,36077748.104,38006286.427,24271155.064,2.98,0.56282,,35.8,,10,17472406,3101352.065,8936176789,49011281100,87671457271,145.87856,120.12956,0,142.19756,64.051394583,736.20663658,0.0779380796,0.0187812798,8.3634470292
POL,Poland,2006,0,0,0,4.455621302,38141267,306320,30501.3418,277840.5,159570,92210,,75.67151642,344622000000,337277000000,100,36067408.354,37626645.654,24930933.603,2.98,0.55082,,34.7,,10,17261580,2389002.6979,9277197731,56182972416,99123485434,151.20078,126.19378,0,146.86278,64.468634083,736.20075044,0.0780625138,0.0108114288,8.7440583108
POL,Poland,2007,0,0,0,4.137362637,38120560,306320,30501.3418,277840.5,154690,92480,,77.52367401,429029000000,414519000000,100,36092685.927,37389643.515,25621590.021,2.98,0.56189,,34,,10,17226511,1653745.1216,13066223491,70023844792,122990000000,149.425,129.661,0,143.913,66.56317275,736.19487239,0.0925578168,0.010243098,9.3710180905
POL,Poland,2008,0,0,0,3.447802198,38125759,306300,30501.3418,277840.5,156010,92750,,77.2805481,533609000000,524095000000,100,36142217.171,37039155.089,26774596.133,2.98,0.59921,,33.5,,10,17444282,1242032.8585,13834467873,85895317948,152959000000,145.466,132.208,0,139.168,66.90047125,735.85292233,0.0843199218,0.0067905959,9.4371468
POL,Poland,2009,0,0,0,2.386939983,38151603,306280,30501.3418,277840.5,156190,93020,,77.53836823,439738000000,426437000000,100,36444665.724,36717238.719,27588441.957,2.98,0.66097,,33.4,,10,17724873,1448122.1376,11252523958,71807313868,129759000000,142.222,127.498,0,133.841,67.050961917,736.20603104,0.0877525603,0.013659651,8.5764701458
POL,Poland,2010,0,0,0,2.04475,38042794,306280,30501.3418,277840.5,144490,93290,,77.47608948,479834000000,462731000000,100,36722313.852,36499668.077,28438985.389,2.98,0.7207,,33.2,,10,17842753,1720041.4504,13712400093,73602958246,138472000000,147.96962,134.76462,0,137.30862,70.268237167,736.20011945,0.1075934256,0.0192912528,7.5392154833
POL,Poland,2011,1.11,0,1.11,1.67725,38063255,306230,30501.3418,277840.5,147790,93472,,77.65840912,528301000000,509270000000,100,37104645.957,36502226.528,28417458.393,2.98,0.74588,,33.2,,10,17938737,1727500.3936,16298433914,82946537060,156266000000,153.7983,137.9183,0,140.8543,63.05655,736.19416705,0.0767938051,0.0060128402,8.9119767417
POL,Poland,2012,1.3,1.11,0.19,0.876416667,38063164,306220,30501.3418,277840.5,145290,93654,,78.69645691,498524000000,479855000000,100,38056362.859,36621867.818,28152070.408,2.98,0.88086,,33,,10,18069181,1823180.39,14528788577,80113618916,146971000000,152.71874,138.99474,0,136.03774,68.2389635,735.85194795,0.0841667514,0.0117705145,8.5086928417
POL,Poland,2013,2.393,1.3,1.093,0.696333333,38040196,306210,30501.3418,277840.5,144100,93836,,79.14926147,521016000000,503416000000,100,38167421.359,40836524.227,27334315.224,2.98,0.87053,,33.1,,10,18111082,1870874.7561,16105486300,81470923242,147806000000,154.8204,140.0524,0,138.0014,70.311999333,736.20505491,0.0863305489,0.0171551307,8.5268460717
POL,Poland,2014,27.15,2.393,24.757,0.6415,38011735,306190,30501.3418,277840.5,144240,94018,,80.03009033,542477000000,522165000000,100,38065386.207,40636331.723,26017955.522,2.98,0.93978,,32.8,,10,18213659,1637407.9024,15450626090,89708987161,158396000000,149.77662,141.69262,0,130.16462,66.91314375,736.19897991,0.0837465016,0.0041913416,9.661113525
POL,Poland,2015,107.777,27.15,80.627,0.5965,37986412,306190,30501.3418,277840.5,143710,94200,,80.56531525,477812000000,460400000000,100,,40927744.819,25430441.014,2.98,1.00324,,31.8,,10,18166410,1362480.75,11346332405,83505239422,143950000000,155.43098,144.56298,0,132.97898,64.196905583,736.19287174,0.0691075701,0.0062787129,9.8144731333
POL,Poland,2016,187.247,107.777,79.47,0.5505,37970087,306190,30501.3418,277840.5,143740,94350,,80.81150055,472630000000,454019000000,100,,41237159.346,25441684.835,2.98,0.96408,,31.2,,10,18190625,1120542.4722,11991731764,84932788881,139537000000,157.22704,149.73104,0,134.48204,66.386424667,735.85035193,0.0911257886,0.0084883124,9.2519378667
POL,Poland,2017,287.091,187.247,99.844,0.462166667,37974826,306190,30501.3418,277840.5,144620,94470,,80.42901611,526509000000,504664000000,100,37980863.883,41747105.43,25757351.694,2.98,1.03443,,29.7,,10,18243916,892127.46795,15122906358,88546556241,149273000000,160.9393,153.2303,0,136.7653,70.041431333,736.20348759,0.1050157638,0.0086230545,8.9821435617
POL,Poland,2018,561.976,287.091,274.885,0.4115,37974750,306170,30501.3418,277840.5,145120,94590,,79.97003174,587412000000,563134000000,100,36791909.779,42520403.373,26058312.158,2.98,1.20953,,30.2,,10,18174543,699719.88823,13736190714,98258160977,167628000000,160.44548,157.24648,0,138.59548,62.033711917,736.19736523,0.0712525123,0.0080422758,9.8587809967
POL,Poland,2019,1539.259,561.976,977.283,0.37725,37965475,306170,30501.3418,277840.5,,94710,,80.02259064,597281000000,572790000000,100,36892108.599,42445720.833,26266045.094,2.98,,,,40,10,18096553,593566.93315,13837318331,98645882169,167105000000,151.33042,153.002395,0,125.47,64.425097,736.19126207,0.0770953866,0.0067264086,10.293918133
POL,Poland,2020,3936,1539.259,2396.741,,37950802,306170,30501.3418,277840.5,,94830,20.34,,596624000000,574990000000,,,,,2.98,,,,,10,18047272,570293.81072,14928584250,95607610842,165160000000,146.215,149.487,0,116.718,65.578250417,735.84855593,0.087885212,0.0031330221,10.03211355
PRT,Portugal,2000,1,,,4.879966188,10289898,91500,12764.67676,78286.85156,39563.8,32810,,77.88312531,118311000000,116393000000,100,12668955.675,10778011.845,4925748.5487,4.57,0.72156,,,,9,5255061,200217.8211,3679165285,17804977888,28940662429,41.27818,38.56018,0,28.43218,49.090713333,731.33563479,0.100000841,0.0001839318,15.669069167
PRT,Portugal,2001,1,1,0,4.773879966,10362722,91500,12764.67676,78286.85156,38538.2,32781,,78.87902832,121499000000,119415000000,100,12739395.431,10963825.026,5247402.4802,4.57,0.76482,,,,9,5358185,205218.48143,3597277852,17833442506,29334551230,44.07368,40.25568,0,28.36168,49.476340417,731.54473206,0.1056584201,0.0001910616,15.761886667
PRT,Portugal,2002,1,1,0,4.031276416,10419631,91500,12764.67676,78286.85156,38777.2,32752,,77.04750061,134156000000,132125000000,100,12402163.896,11183845.655,5513097.4968,4.57,0.72183,,,,9,5448142,245166.39,3652923960,19043007717,31522641634,43.21964,41.61664,0,33.51664,53.779582,731.54100245,0.0991198018,0.0000956609,15.737702292
PRT,Portugal,2003,2,1,1,3.978233305,10458821,91500,12764.67676,78286.85156,38136.8,32723,,78.15663147,164862000000,163209000000,100,12494396.324,11136961.499,5736543.0682,4.57,0.69802,,38.8,,9,5471334,335392.78044,4370793454,22217378104,37307832957,44.4976,43.4106,0,26.8276,51.472068,731.53729922,0.0964481767,0.0001859613,16.012745083
PRT,Portugal,2004,2,2,0,4.137362637,10483861,91500,12764.67676,78286.85156,38696.1,32694,,78.95800781,189035000000,186659000000,100,12430621.971,9966645.0864,5834552.7549,4.57,0.7293,,38.9,,9,5449306,344396.14857,4918944624,24674129625,42035520238,42.6633,45.0873,0,30.3103,46.08473675,731.3346059,0.0683121915,0.0001776938,15.828806667
PRT,Portugal,2005,2,2,0,4.243448859,10503330,91470,12764.67676,78286.85156,38238.9,32665,,78.83098602,197180000000,194561000000,100,12402491.725,10285988.831,5822180.56,4.57,0.75755,,38.5,,9,5494408,416476.12222,4542035816,24779211541,42163678647,43.70262,46.31462,0,35.36562,43.544369917,731.54398933,0.0682219586,0.0001233048,15.779008167
PRT,Portugal,2006,3,2,1,4.455621302,10522288,91470,12764.67676,78286.85156,37576.6,32636,,79.83677673,208582000000,202657000000,100,12416573.588,10363811.45,5829128.5516,4.57,0.95448,,38.1,,9,5520768,422338.75724,4699632418,25745651738,44110132982,46.27512,48.03012,0,30.59512,49.458653167,731.54038198,0.1017171508,0.000456274,16.168447083
PRT,Portugal,2007,24,3,21,4.137362637,10542964,91470,12764.67676,78286.85156,36609.2,32607,,81.3963089,240191000000,233291000000,100,12335840.584,10749907.634,6093278.5024,4.57,1.12417,,36.8,,9,5547063,441546.21691,4799386805,29408081029,50808408158,44.78848,49.09648,0,28.56848,44.989716917,731.53679621,0.0680105213,0.0000535008,15.53516775
PRT,Portugal,2008,59,24,35,3.447802198,10558177,91470,12764.67676,78286.85156,37258.6,32578,,80.99363708,262345000000,253544000000,100,12214745.564,10948094.584,6504987.9662,4.57,1.44335,,36.6,,9,5545944,418718.78259,5151852937,31223364582,53482340706,43.42942,48.67642,0,28.71042,47.326750333,731.33406193,0.0764895253,0.000247973,15.518506917
PRT,Portugal,2009,115,59,56,2.386939983,10568247,91590,12764.67676,78286.85156,36955.8,32549,,81.04138947,243702000000,235561000000,100,11960438.088,11192184.942,6620119.984,4.57,1.58001,,34.9,,12,5501045,518748.56028,4753707974,27131706029,48392297861,47.34142,48.32542,0,29.03942,49.566505667,731.5436805,0.0910174778,0.0008252508,16.073912792
PRT,Portugal,2010,134,115,19,2.04475,10573100,91590,12764.67676,78286.85156,36541.7,32520,,81.58555603,237881000000,230312000000,100,11798439.619,11287010.113,6936170.431,4.57,1.53529,,35.8,,12,5504947,592882.81722,4607948164,27597196624,47457464493,51.88052,50.22252,0,23.50752,51.823481167,731.54010688,0.1197440834,0.0006421788,15.83989625
PRT,Portugal,2011,172,134,38,1.67725,10557560,91590,12764.67676,78286.85156,36493.6,32640,,82.13286591,244797000000,240831000000,100,11694600.798,11252835.641,7224428.7955,4.57,1.45741,,36.3,,12,5442924,690162.78007,4489620370,27767497213,47355945243,49.95812,48.68112,0,25.80112,47.030806333,731.53651532,0.0831794168,0.0001911588,16.180840958
PRT,Portugal,2012,238,172,66,0.876416667,10514844,91590,12764.67676,78286.85156,36644.1,32760,,81.90434265,216237000000,211118000000,100,11526106.745,11431306.931,7203750.333,4.57,1.37861,,36,,12,5400996,838774.66422,4160625237,24638195618,41330337217,43.68818,46.87618,0,24.39018,46.904754333,731.33363228,0.0755501408,0.0000585128,15.576915
PRT,Portugal,2013,296,238,58,0.696333333,10457295,91605.2,12764.67676,78286.85156,37011,32880,,81.23496246,226370000000,223343000000,100,11452652.808,12491805.809,6916114.1767,4.57,1.32468,,36.2,,12,5305859,858488.00265,4743533752,26135737935,42711159573,48.88516,46.20616,0,19.51816,47.880355917,731.54326953,0.095872941,0.00040052,15.679085417
PRT,Portugal,2014,415,296,119,0.6415,10401062,91605.6,12764.67676,78286.85156,36638.8,33000,,82.62431335,229596000000,224899000000,100,11243817.67,12073667.233,6813066.9862,4.57,1.28992,,35.6,,12,5245388,728584.41103,4766671737,27072721074,43478122098,50.40742,46.10142,0,18.93442,53.313601333,731.53958673,0.1065107503,0.000436576,15.861505792
PRT,Portugal,2015,447,415,32,0.5965,10358076,91605.6,12764.67676,78286.85156,36387.8,33120,,82.95015717,199314000000,193967000000,100,11079270.631,12302201.96,6396767.4491,4.57,1.2433,,35.5,,12,5214790,648719.8541,4184483447,24194133179,38795218024,49.30994,46.68194,0,25.00494,48.2309775,731.53587362,0.0654561293,0.0001863198,16.131195125
PRT,Portugal,2016,512.824,447,65.824,0.5505,10325452,91605.6,12764.67676,78286.85156,36190.3,33120,,83.29933929,206286000000,201275000000,100,10917876.698,12186598.337,6531431.7336,4.57,1.28075,,35.2,,12,5197728,575388.47349,4261479317,25070734863,39870882099,57.10328,47.11728,0,24.92128,49.104423417,731.33276148,0.0931411059,0.0002391878,16.051475083
PRT,Portugal,2017,579.236,512.824,66.412,0.462166667,10300300,91605.6,12764.67676,78286.85156,35878.014,33120,,84.58990479,220811000000,215628000000,100,10937180.775,12351418.588,6585580.2467,4.57,1.31928,,33.8,,12,5243047,465058.26292,4627910677,27253628898,42213046950,55.01254,47.22754,0,32.75054,43.34105175,731.54237427,0.0608498859,0.0001200756,16.523168
PRT,Portugal,2018,667.431,579.236,88.195,0.4115,10283822,91605.6,12764.67676,78286.85156,35739.9,33120,,84.73197937,242195000000,236280000000,100,10985870.638,12426351.079,6752630.9401,4.57,1.34753,,33.5,,12,5260693,367722.42865,4932369243,29698779227,46741918131,56.25166,48.53466,0,27.01466,49.559400167,731.53860878,0.0935744593,0.0002939718,15.736606333
PRT,Portugal,2019,901.438,667.431,234.007,0.37725,10286263,91605.6,12764.67676,78286.85156,,33120,,85.2171402,239987000000,233753000000,100,11046714.42,12407414.709,6987530.6871,4.57,,,,39,12,5287840,341594.46601,5012243373,28547154140,45196074205,50.4796,48.9306,0,23.368,48.260317333,731.53484711,0.0777243942,0.0001138078,15.989166333
PRT,Portugal,2020,1025,901.438,123.562,,10305564,91605.6,12764.67676,78286.85156,,33120,,,228539000000,224931000000,,,,,4.57,,,,,12,5198754,352995.39462,4811671296,27109532359,44243607052,52.222,48.409,0,20.589,51.645983,731.33157861,0.0763241317,0.0000592643,16.401756208
PRI,Puerto Rico,2000,0,,,4.879966188,3810605,8870,8511.401367,459.9195251,2472,4291.5,,,61701800000,41418600000,100,,,,5.27,,,,,13,1342930,135367.34293,407300000,24488800000,28421000000,21.813,20.728,0,21.661,44.278482667,728.19431216,0.0895319373,7.7666667e-8,25.34334325
PRI,Puerto Rico,2001,0,0,0,4.773879966,3818774,8870,8511.401367,459.9195251,2347,4353.8,,,69208400000,44046600000,100,,,,5.27,,,,,16,1336847,152400.55292,406800000,29632700000,33450600000,22.302,21.203,0,22.169,47.936983833,728.27668104,0.101543966,3.8833333e-8,25.641677
PRI,Puerto Rico,2002,0,0,0,4.031276416,3823701,8870,8511.401367,459.9195251,2220,4416.1,,,71623500000,45071300000,100,,,,5.27,,,,,16,1329157,158701.34022,382200000,31495600000,35271500000,23.175,22.085,0,23.061,44.334347417,728.27519099,0.09007354,5.825e-8,25.74677825
PRI,Puerto Rico,2003,0,0,0,3.978233305,3826095,8870,8511.401367,459.9195251,2156,4478.4,,,74827400000,47479400000,100,,,,5.27,,,,,16,1320304,155531.80764,421400000,32652300000,36667900000,23.937,22.884,0,23.834,49.19590725,728.27371144,0.1269827294,3.8833333e-8,25.788167917
PRI,Puerto Rico,2004,0,0,0,4.137362637,3826878,8870,8511.401367,459.9195251,2090,4540.7,,,80322313000,51826517000,100,,,,5.27,,,,,16,1311114,135175.85891,503300000,34322400000,38509200000,24.135,22.446,0,23.994,49.693258917,728.19390948,0.1220222784,0,25.607595667
PRI,Puerto Rico,2005,0,0,0,4.243448859,3821362,8870,8511.401367,459.9195251,2024,4603,,,83914521300,54861880300,100,,,,5.27,,,,,16,1300158,147567.93794,499267400,35580800000,39634806000,24.9622843,23.2152843,0,24.824,55.637540167,728.27639004,0.1645927914,3.8833333e-8,25.867224
PRI,Puerto Rico,2006,0,0,0,4.455621302,3805214,8870,8511.401367,459.9195251,1958,4665.3,,,87276164400,57854319400,100,,,,5.27,,,,,16,1286560,141650.25896,515646900,36709512800,40897524800,23.837,22.057,0,23.695,48.321866833,728.27494548,0.1196233413,5.825e-8,25.897075583
PRI,Puerto Rico,2007,0,0,0,4.137362637,3782995,8870,8511.401367,459.9195251,1890,4727.6,,,89524131600,60642710600,100,,,2813041.1662,5.27,,,,,16,1270950,138914.83894,430227200,37636619600,41877832900,22.305,20.505,0,22.141,48.464283167,728.27350893,0.1251570288,5.825e-8,25.921387083
PRI,Puerto Rico,2008,0,0,0,3.447802198,3760866,8870,8511.401367,459.9195251,1907,4789.9,,,93639300000,62703100000,100,,,3036508.2078,5.27,,,,,16,1255767,144162.04582,518709200,40233900000,44383367000,20.921,18.101,0,20.765,45.628270583,728.19368558,0.1371737574,1.9416667e-8,25.480260167
PRI,Puerto Rico,2009,3.8,0,3.8,2.386939983,3740410,8870,8511.401367,459.9195251,1923,4852.2,,,96385600000,63617900000,100,3617121.8949,3297542.1686,3150093.1585,5.27,0.45131,,,,13,1241820,186273,567100000,43872200000,47615800000,20.7098,17.6518,0,20.535,47.524654333,728.2762571,0.1067198912,5.825e-8,25.782140583
PRI,Puerto Rico,2010,3.8,3.8,0,2.04475,3721525,8870,8511.401367,459.9195251,1939,4914.5,,,98381300000,64294600000,100,3625182.7838,3196172.2004,3330692.1892,5.27,,,,,13,1229112,197887.03667,822000000,46577300000,50077300000,20.8958,17.3738,0,20.735,56.102235833,728.27482293,0.1493989288,1.9416667e-8,26.1299615
PRI,Puerto Rico,2011,3.8,3.8,0,1.67725,3678732,8870,8511.401367,459.9195251,1955,4919.36,,,100352000000,65720700000,100,3300658.0315,2987930.4475,3299951.0363,5.27,,,,,13,1187298,186405.78374,795000000,46760000000,49959800000,20.0178,16.6428,0,19.866,52.533936083,728.27338203,0.1573527709,7.7666667e-8,25.581146333
PRI,Puerto Rico,2012,6.92,3.8,3.12,0.876416667,3634488,8870,8511.401367,459.9195251,1968,4924.22,,,101565000000,68085700000,100,3310975.2554,3044910.7801,3324510.8614,5.27,,,,,13,1177623,170755.335,816400000,46971400000,50415200000,21.203,17.705,0,21.08,50.491842,728.19349689,0.1152894439,3.8833333e-8,25.900226667
